Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	subtipos	subtipos_completo
635	Spectrogram 1	1	323.708604908	323.809145750	61934.9	80244.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
636	Spectrogram 1	1	325.859545275	325.901503265	68264.0	79792.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 135
637	Spectrogram 1	1	325.894774153	325.908232376	100587.7	110533.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 135
638	Spectrogram 1	1	327.043868652	327.126201310	60804.7	74819.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
639	Spectrogram 1	1	328.783937470	328.828666270	60126.6	66455.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
640	Spectrogram 1	1	331.850432666	331.878932433	62160.9	71428.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 136
641	Spectrogram 1	1	331.871015831	331.883286564	84991.0	96971.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 136
642	Spectrogram 1	1	331.993327328	332.044389409	65777.6	77983.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
643	Spectrogram 1	1	334.311307911	334.371078254	60578.7	68490.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
644	Spectrogram 1	1	334.580472289	334.627180239	57866.2	65325.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 137
645	Spectrogram 1	1	334.609763715	334.633513520	77531.6	86347.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 137
646	Spectrogram 1	1	334.967594114	335.030531097	73462.9	96066.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
647	Spectrogram 1	1	335.118405377	335.143738502	60352.6	67585.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
648	Spectrogram 1	1	335.581526497	335.642484331	55153.7	66907.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
649	Spectrogram 1	1	340.339798736	340.365923522	60126.6	66907.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
650	Spectrogram 1	1	340.607379875	340.619254777	66455.7	72332.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
651	Spectrogram 1	1	340.748691135	340.791044954	63291.1	76175.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
652	Spectrogram 1	1	344.868094200	344.929843693	57188.1	66003.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
653	Spectrogram 1	1	345.156258503	345.169320896	79930.3	83860.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 138
654	Spectrogram 1	1	346.666349960	346.718599531	58544.3	67585.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
655	Spectrogram 1	1	346.830619446	346.900285541	58318.3	67359.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
656	Spectrogram 1	1	347.447718470	347.465134994	59674.5	65099.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
657	Spectrogram 1	1	347.720841149	347.741424313	61482.8	67359.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 139
658	Spectrogram 1	1	347.731924391	347.762799138	75949.4	89285.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 139
659	Spectrogram 1	1	347.862944150	347.889068936	59448.5	70072.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
660	Spectrogram 1	1	347.976151555	347.987234797	87251.4	100587.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
661	Spectrogram 1	1	350.419214445	350.439401780	59900.5	67133.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	1	
662	Spectrogram 1	1	350.626629411	350.643650104	65551.5	73689.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
663	Spectrogram 1	1	352.445468335	352.460509879	70298.4	77305.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
664	Spectrogram 1	1	353.541917514	353.557354887	69846.3	76401.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 140
665	Spectrogram 1	1	353.550625776	353.611583609	58544.3	66681.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 140
666	Spectrogram 1	1	353.752499039	353.767936412	55831.8	65325.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 141
667	Spectrogram 1	1	353.763186451	353.805540270	71202.5	83634.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 141
668	Spectrogram 1	1	354.993822029	355.072988046	56057.9	73236.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
669	Spectrogram 1	1	356.877181258	356.940909902	56962.0	71428.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
670	Spectrogram 1	1	357.032346652	357.069554680	58092.2	76175.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 142
671	Spectrogram 1	1	357.059658928	357.090533674	82730.6	102622.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	6 step 142
672	Spectrogram 1	1	357.830339944	357.903172680	57640.1	75497.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
673	Spectrogram 1	1	358.081692050	358.123650039	67359.9	83634.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
674	Spectrogram 1	1	361.589141881	361.625558249	61708.9	80018.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
675	Spectrogram 1	1	362.459967910	362.529634005	62387.0	74593.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
676	Spectrogram 1	1	363.572250292	363.635978936	67585.9	77757.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 143
677	Spectrogram 1	1	363.635978936	363.652603800	53797.5	58996.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	1	6 step 143
678	Spectrogram 1	1	363.562354540	363.584521025	49502.7	56057.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 143
679	Spectrogram 1	1	364.325910615	364.386868448	59448.5	68716.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
680	Spectrogram 1	1	364.831385555	364.885218447	58318.3	66229.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
681	Spectrogram 1	1	365.192778424	365.220090700	59900.5	66455.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
682	Spectrogram 1	1	365.723586408	365.741002932	58996.4	68264.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 144
683	Spectrogram 1	1	365.731503010	365.761981927	74819.2	89511.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	6 step 144
684	Spectrogram 1	1	365.768315208	365.796023314	72558.8	88607.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	6 step 144
685	Spectrogram 1	1	365.759606946	365.784544242	58544.3	70072.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 144
686	Spectrogram 1	1	368.339626623	368.368918049	78435.8	102622.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
687	Spectrogram 1	1	371.174165469	371.193165313	71880.7	81374.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
688	Spectrogram 1	1	371.309539278	371.346351476	55153.7	60578.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
689	Spectrogram 1	1	371.539120728	371.581078717	68716.1	82956.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
690	Spectrogram 1	1	371.694286122	371.725556699	50632.9	56283.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
691	Spectrogram 1	1	375.206485491	375.264672514	58544.3	65777.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
692	Spectrogram 1	1	375.604294223	375.625273218	86799.3	99231.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 145
693	Spectrogram 1	1	375.590044340	375.605481714	59448.5	68038.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 145
694	Spectrogram 1	1	378.911058201	378.987453408	62387.0	75497.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
695	Spectrogram 1	1	379.179035170	379.198035014	62613.0	74819.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 146
696	Spectrogram 1	1	379.192889223	379.200409994	93354.4	101265.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 146
697	Spectrogram 1	1	390.081380619	390.122151118	57188.1	64873.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
698	Spectrogram 1	1	394.194450403	394.237200052	48372.5	63743.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
699	Spectrogram 1	1	397.326257563	397.364653082	58092.2	69394.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
700	Spectrogram 1	1	397.596213601	397.614421785	52667.3	61934.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 147
701	Spectrogram 1	1	397.607692674	397.634609120	65777.6	83408.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	6 step 147
702	Spectrogram 1	1	397.760483087	397.779482932	70750.5	80244.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
703	Spectrogram 1	1	398.953514807	398.979639593	52893.3	59222.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
704	Spectrogram 1	1	404.305927925	404.335219352	80244.1	91546.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
705	Spectrogram 1	1	408.958514036	409.023826000	54701.6	61482.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 148
706	Spectrogram 1	1	408.964847317	408.973951409	73236.9	80244.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 148
707	Spectrogram 1	1	409.562154756	409.571258848	69620.3	76853.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
708	Spectrogram 1	1	413.201020177	413.220415851	67811.9	75497.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
709	Spectrogram 1	1	420.845684579	420.928413068	61934.9	75497.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
710	Spectrogram 1	1	423.057582699	423.107457290	48372.5	54023.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 149
711	Spectrogram 1	1	423.094790727	423.118144702	77079.6	86121.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 149
712	Spectrogram 1	1	424.802401479	424.842776147	57414.1	66455.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
713	Spectrogram 1	1	424.335321633	424.357488118	73010.8	82730.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
714	Spectrogram 1	1	425.096502728	425.109960951	56962.0	63065.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
715	Spectrogram 1	1	426.464490922	426.500115630	52893.3	63065.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
716	Spectrogram 1	1	427.387961929	427.437044859	54475.6	69620.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
717	Spectrogram 1	1	431.483615188	431.497469241	57188.1	63969.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
718	Spectrogram 1	1	431.577426919	431.599593404	56962.0	63517.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
719	Spectrogram 1	1	431.686675942	431.702509145	54701.6	61482.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 150
720	Spectrogram 1	1	431.711613237	431.720321499	58544.3	63743.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 150
721	Spectrogram 1	1	431.700529995	431.732196402	41365.3	45886.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 150
722	Spectrogram 1	1	434.035531353	434.075906021	59222.4	69620.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
723	Spectrogram 1	1	434.506569075	434.543777103	80018.1	91546.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
724	Spectrogram 1	1	436.507885669	436.543510377	69846.3	85895.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 151
725	Spectrogram 1	1	436.503135708	436.524510533	49502.7	61934.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 151
726	Spectrogram 1	1	436.539947906	436.595759949	60804.7	66681.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 151
727	Spectrogram 1	1	438.256662669	438.286745755	66455.7	76627.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
728	Spectrogram 1	1	438.303370619	438.334641196	73236.9	89737.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
729	Spectrogram 1	1	439.218529617	439.290570693	52667.3	60804.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
730	Spectrogram 1	1	442.055839274	442.137776102	59222.4	71654.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
731	Spectrogram 1	1	442.581897379	442.596938922	55831.8	65551.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 152
732	Spectrogram 1	1	442.591001471	442.603668033	79566.0	86121.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 152
733	Spectrogram 1	1	442.742208483	442.794062224	58092.2	66003.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
734	Spectrogram 1	1	444.419340317	444.477131510	57640.1	70072.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
735	Spectrogram 1	1	447.427252661	447.482273043	57188.1	71880.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
736	Spectrogram 1	1	448.736658344	448.775449693	60352.6	67359.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
737	Spectrogram 1	1	450.247937373	450.296228643	62160.9	72106.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
738	Spectrogram 1	1	450.622788465	450.648121591	64647.4	73236.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
739	Spectrogram 1	1	451.916756775	451.936548280	64195.3	71202.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
740	Spectrogram 1	1	457.325774020	457.384752703	55831.8	62387.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
741	Spectrogram 1	1	459.040113883	459.110967468	50632.9	63969.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
742	Spectrogram 1	1	463.054621975	463.123892240	72558.8	87025.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
743	Spectrogram 1	1	463.218891461	463.265995241	54475.6	63743.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
744	Spectrogram 1	1	464.563130192	464.620129725	54475.6	62160.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
745	Spectrogram 1	1	466.011076407	466.027305440	59222.4	65777.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
746	Spectrogram 1	1	467.183129132	467.227462101	55153.7	61708.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
747	Spectrogram 1	1	469.402152193	469.483693191	60352.6	69846.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
748	Spectrogram 1	1	477.361502281	477.435918337	56509.9	68716.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
749	Spectrogram 1	1	479.924897518	480.000501065	58770.3	70976.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
750	Spectrogram 1	1	479.766565564	479.823565097	57640.1	67359.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
751	Spectrogram 1	1	480.884785316	480.960784693	60578.7	69394.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
752	Spectrogram 1	1	481.304761039	481.340781576	64647.4	76627.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 153
753	Spectrogram 1	1	481.336031615	481.348302348	95388.8	100813.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 153
754	Spectrogram 1	1	487.390251820	487.469813668	56509.9	67359.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
755	Spectrogram 1	1	488.152224575	488.191807584	62839.1	73915.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
756	Spectrogram 1	1	492.386418365	492.456480291	55831.8	66681.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
757	Spectrogram 1	1	493.092183248	493.152349421	58092.2	69620.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
758	Spectrogram 1	1	493.415972259	493.471784301	58092.2	66907.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
759	Spectrogram 1	1	496.759152605	496.826443719	58318.3	65099.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
760	Spectrogram 1	1	505.311851912	505.375976386	54475.6	63517.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
761	Spectrogram 1	1	505.987929619	506.032262589	56283.9	65099.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
762	Spectrogram 1	1	506.860338969	506.898338657	61708.9	76627.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
763	Spectrogram 1	1	508.806239351	508.847405680	62160.9	77757.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
764	Spectrogram 1	1	511.105615920	511.125011594	61708.9	69394.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
765	Spectrogram 1	1	518.231743838	518.253118662	74141.0	90868.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
766	Spectrogram 1	1	518.589969985	518.644198707	80696.2	103526.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
767	Spectrogram 1	1	519.408150694	519.467921037	61934.9	74819.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
768	Spectrogram 1	1	521.203239813	521.284780811	53345.4	64421.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
769	Spectrogram 1	1	526.289259364	526.353383838	56962.0	64647.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
770	Spectrogram 1	1	528.940528456	528.966257412	58544.3	64195.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
771	Spectrogram 1	1	529.394545061	529.442836331	55379.7	64195.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
772	Spectrogram 1	1	529.731396383	529.784041785	56962.0	68716.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
773	Spectrogram 1	1	530.017977366	530.035393890	59674.5	64647.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
774	Spectrogram 1	1	531.478194313	531.494819177	70072.3	75045.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
775	Spectrogram 1	1	532.607101559	532.632434684	72784.8	84991.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 154
776	Spectrogram 1	1	532.599184957	532.609872369	56509.9	62613.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 154
777	Spectrogram 1	1	533.911757282	534.006756503	49502.7	63065.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
778	Spectrogram 1	1	534.830874581	534.867290949	60578.7	75497.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 155
779	Spectrogram 1	1	534.857395197	534.866499289	91998.2	102622.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 155
780	Spectrogram 1	1	538.698133881	538.708821293	69394.2	77079.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
781	Spectrogram 1	1	549.946039844	549.963852198	75271.2	78209.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
782	Spectrogram 1	1	550.970052116	551.022301688	58318.3	69168.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
783	Spectrogram 1	1	563.789797758	563.819485015	58544.3	67359.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
784	Spectrogram 1	1	582.691868894	582.735410204	53571.4	73689.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
785	Spectrogram 1	1	599.844766272	599.874849358	37522.6	42947.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
786	Spectrogram 1	1	606.888561532	606.943581914	56283.9	67359.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
787	Spectrogram 1	1	609.742495971	609.764266626	60578.7	80244.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 156
788	Spectrogram 1	1	609.759912495	609.767433267	99457.5	105560.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 156
789	Spectrogram 1	1	616.243212433	616.266170578	66455.7	75949.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
790	Spectrogram 1	1	617.444556584	617.467118899	62839.1	75949.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
791	Spectrogram 1	1	622.812803330	622.847636377	18987.3	25316.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
792	Spectrogram 1	1	666.992182997	667.051557510	63743.2	75723.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
793	Spectrogram 1	1	667.407408677	667.469158170	59900.5	69168.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
